Event,Nick Name,Job Name,Size,Page Size_X[mm],Page Size_Y[mm],Media Name,Copy,Print Area_X[mm],Print Area_Y[mm],Ink Consumption[cc],Ink Name,Input Time,RIP Start Time,RIP End Time,Print Start Time,Print End Time,Details,Total Print Time,Material Width,Width (in),Esitmated Material Length (in),Area (in),Extra for Lead in,Print Length,Print Area,Cyan:,Magenta:,Yellow:,Black:,Light Magenta:,Light Cyan:,Light Black,Sum of Ink,Ink CC sq ft
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
,,,,,,,,,,,,,,,,,,0:00:00,,0.00,0.00,0,,0,0,,,,,,,,0,#DIV/0!
